heart_rate,spo2,amb_temp,iaq,humidity,activity,work_duration,fall_flag,heat_index,fatigue_score,spo2_drop,wsi,risk_level
181.53421617344677,87.30035569478619,54.66571454115576,307.57363907006294,86.74550410853848,0,72.49382654559882,1.0,79.29173089697346,0.0,2.1470509846192445,13.921699214766011,2
124.90620650482899,90.59882897510458,35.47770540260299,81.73206874972884,56.484897446264064,1,102.72710201956126,0.0,50.117721559870134,10.272710201956126,1.8793512395502234,55.913784626913284,1
169.16688459823703,83.05770472847644,57.88247770725798,226.61651862414345,69.11993630885763,1,52.98278287524458,1.0,76.692056689181,5.298278287524458,1.8697157120042385,10.0,2
90.93792266428179,94.71713906608618,28.414694714267522,75.6366130653154,75.08688492284735,1,48.75510990728115,0.0,49.19336673880714,4.875510990728116,-0.4293157574080677,76.01046351402132,0
105.7426940102004,95.14695767741789,45.125443857327646,96.16800884094658,76.91241075566812,2,27.683515640368547,0.0,66.50653940669812,5.53670312807371,0.17337561794439127,70.15199249106743,1
142.72490729857003,92.07205945112212,45.064752633787805,145.87942238470234,74.45802101393382,2,106.04099275620928,0.0,65.63589956838597,20.0,1.1274662300064973,42.87565435166742,1
84.46595470860468,96.46805959581548,37.67011401781068,18.037186229888842,74.1843172526549,0,36.09848001975252,0.0,58.150938711186804,0.0,-0.045000671815650484,84.86039616397846,0
79.63272608012622,97.80982350741239,33.772649044584995,53.16823599301207,63.477505286512134,0,20.28514920914646,0.0,50.720225789134,0.0,-0.4848538627685576,83.41333983923874,0
92.29200417361872,99.07168021224291,22.458398038689694,0.0,72.48617376952687,1,32.50542117960698,0.0,42.37883538263357,3.250542117960698,0.24233940087680317,82.55367205310048,0
64.28385687808242,99.13467164121327,33.68687323669359,66.8035032725306,63.8555448008972,0,57.045690735728,0.0,50.75920302098967,0.0,0.3094548053608013,73.3528133426749,0
73.65071787835194,97.98326976619704,32.91800261104954,12.75148974281632,62.51045602526165,1,44.039788403311725,0.0,49.546453099385886,4.403978840331173,0.3146166468247502,87.9923712442231,0
100.29461359544244,99.5123155935844,39.507768232896645,90.30926891333408,47.72973825288895,1,43.38491485662151,0.0,51.25858185635,4.338491485662152,0.022315158633672727,70.21368703190939,0
151.5757772275671,84.1560614233607,58.03234888247126,242.33911671663816,71.41548349044045,0,161.35804618924814,1.0,77.5994584343166,0.0,3.5236802319968255,0.43352705049962426,2
117.13228031145164,96.36738737709236,35.28068694708853,120.8915260731353,72.23504027067463,2,33.00408559910766,0.0,55.118250236411164,6.600817119821532,1.7985619943926408,65.78002093634305,1
146.42576892261113,94.0029132660271,35.06118959054215,73.27954721686463,86.73064196386747,1,97.3495397098859,0.0,59.68230143861842,9.734953970988592,0.20813227541351131,54.826066116471615,2
130.79275126734134,93.73792019646544,38.40864863752053,160.04893542316526,53.12931217660044,2,108.03702262148657,0.0,51.941321655798674,20.0,1.5299215185277462,48.794453093242005,1
121.97353587899093,94.73041013293177,46.26952269128781,217.54119733798007,73.36116133657154,2,51.80406673661099,0.0,66.47870593235642,10.3608133473222,0.7821819171653777,46.99806987869671,1
163.27941325517864,81.1541767668717,61.00210962349384,275.9166236449203,81.44549513595047,0,125.56712235669089,1.0,83.87912301835749,0.0,1.9485275684422712,0.0,2
136.13540013742409,88.40413047534017,65.31702248952482,240.35949189965382,62.885087607306986,0,146.58877664504323,0.0,82.06910139993613,0.0,2.073513963281189,19.555315731051394,2
